time, frequency, confidence, string1_pos, string2_pos, string3_pos, string4_pos
3.300000000000000155e-01,2.411002219516862510e+02,1.355111747980117798e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.400000000000000244e-01,2.399170403039555310e+02,1.102012097835540771e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.499999999999999778e-01,3.907701856267013341e+01,7.795849442481994629e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.599999999999999867e-01,2.433919599876644213e+02,3.050545454025268555e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.699999999999999956e-01,2.461115996160572763e+02,1.590605229139328003e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.800000000000000044e-01,5.027489856992966111e+01,1.986394822597503662e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.900000000000000133e-01,4.944480510774212689e+01,3.126870691776275635e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.000000000000000222e-01,4.935271076058587170e+01,1.091372221708297729e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.099999999999999756e-01,4.657629532095371161e+01,5.678100138902664185e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.199999999999999845e-01,3.573800016333993312e+01,8.239351958036422729e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.299999999999999933e-01,3.609766671999399534e+01,1.015839576721191406e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.400000000000000022e-01,1.773724645021395645e+02,4.914272949099540710e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.500000000000000111e-01,1.772707272118526305e+02,1.364166289567947388e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.600000000000000200e-01,1.774281847808958616e+02,3.056021630764007568e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.699999999999999734e-01,1.832709811458659601e+02,3.578253388404846191e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.799999999999999822e-01,1.847949239662264347e+02,2.107711881399154663e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.899999999999999911e-01,4.621041390366776369e+01,4.125517606735229492e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e-01,4.647025560629494123e+01,3.349018990993499756e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.100000000000000089e-01,2.468644255764704667e+02,1.668763458728790283e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.200000000000000178e-01,2.449502829588677173e+02,4.132638275623321533e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.300000000000000266e-01,1.895462466054258357e+02,2.749454379081726074e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.400000000000000355e-01,1.877958744820266475e+02,4.214888811111450195e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.500000000000000444e-01,1.882109744776650757e+02,5.282651782035827637e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.600000000000000533e-01,6.347044300437222830e+01,5.541617274284362793e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.699999999999999512e-01,1.876434084793818613e+02,7.207754850387573242e-01,-1.000000000000000000e+00,7.825075506174138384e-01,5.222611323765495861e-01,-1.000000000000000000e+00
5.799999999999999600e-01,1.870825824106802600e+02,6.969512104988098145e-01,-1.000000000000000000e+00,7.848533095207130827e-01,5.238267386127486436e-01,-1.000000000000000000e+00
5.899999999999999689e-01,1.847845272694233643e+02,6.111191511154174805e-01,-1.000000000000000000e+00,7.946140628139084505e-01,5.303412598639879461e-01,-1.000000000000000000e+00
5.999999999999999778e-01,1.815972310540078354e+02,6.108864545822143555e-01,-1.000000000000000000e+00,8.085606983458648589e-01,5.396495223338075853e-01,-1.000000000000000000e+00
6.099999999999999867e-01,1.828653756948345972e+02,5.456882119178771973e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.199999999999999956e-01,1.910850622132484204e+02,5.296444892883300781e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.300000000000000044e-01,1.934748947580160916e+02,5.648406147956848145e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.400000000000000133e-01,6.380684348113170756e+01,5.504459738731384277e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.500000000000000222e-01,6.362446294221628307e+01,8.264014720916748047e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
6.600000000000000311e-01,6.329732033253687717e+01,7.622143030166625977e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.700000000000000400e-01,6.305685490589284825e+01,6.610231995582580566e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.800000000000000488e-01,6.318909751013646314e+01,8.578582406044006348e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.899999999999999467e-01,6.313012404744806361e+01,8.617354035377502441e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.999999999999999556e-01,6.324336864917241741e+01,7.400474548339843750e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
7.099999999999999645e-01,6.354454913745080091e+01,3.871611058712005615e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
7.199999999999999734e-01,2.561431090136270541e+02,7.974627017974853516e-01,8.588948609517195187e-01,5.732435454700923749e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.299999999999999822e-01,2.570508066347242675e+02,7.446853518486022949e-01,8.558619320445313150e-01,5.712193082800027799e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.399999999999999911e-01,2.575040153053914764e+02,7.671837210655212402e-01,8.543556097138423899e-01,5.702139587398878939e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.500000000000000000e-01,2.563180046589848189e+02,7.122106552124023438e-01,8.583088039121429258e-01,5.728523993234705403e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.600000000000000089e-01,2.578382867964859884e+02,6.470977067947387695e-01,8.532479901778445841e-01,5.694747113899342184e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.700000000000000178e-01,6.415047688113172342e+01,4.959446489810943604e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
7.800000000000000266e-01,6.410950637729351342e+01,5.580755472183227539e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
7.900000000000000355e-01,6.423628802333750798e+01,6.294585466384887695e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000444e-01,6.410177772077108216e+01,8.455348014831542969e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.100000000000000533e-01,6.425829670593421383e+01,8.847663998603820801e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.199999999999999512e-01,6.436178840055090689e+01,8.545731306076049805e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.299999999999999600e-01,6.455272060876059470e+01,8.496925234794616699e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.399999999999999689e-01,6.460006981105350121e+01,8.642501235008239746e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.499999999999999778e-01,6.449772127961126955e+01,8.948299884796142578e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.599999999999999867e-01,6.438901590840875144e+01,8.741223812103271484e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.699999999999999956e-01,6.443924947050307139e+01,8.949267268180847168e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.800000000000000044e-01,6.432575432069735655e+01,9.423606395721435547e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
8.900000000000000133e-01,6.436824991723037215e+01,9.370692372322082520e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000222e-01,6.455360409535644806e+01,9.127264618873596191e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.100000000000000311e-01,6.457374445677656638e+01,9.308313131332397461e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.200000000000000400e-01,6.451420719459206055e+01,9.094238877296447754e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.300000000000000488e-01,6.452879621639905849e+01,8.550823926925659180e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.399999999999999467e-01,6.444489092810951547e+01,9.147219061851501465e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.499999999999999556e-01,6.444219050311158981e+01,8.923090696334838867e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.599999999999999645e-01,6.459028208620910050e+01,9.230958819389343262e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.699999999999999734e-01,6.454956981613591438e+01,9.453834891319274902e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.799999999999999822e-01,6.453526093376373751e+01,9.303933382034301758e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
9.899999999999999911e-01,6.453536154874696251e+01,9.206619858741760254e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.452082091854353507e+01,9.276291728019714355e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.010000000000000009e+00,6.452310897889194052e+01,9.291765689849853516e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.020000000000000018e+00,6.447601833443550845e+01,9.125798344612121582e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.030000000000000027e+00,6.437828475032637243e+01,9.284536838531494141e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.040000000000000036e+00,6.444719665529318320e+01,9.265083074569702148e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.050000000000000044e+00,6.451681629412377106e+01,8.575156331062316895e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.060000000000000053e+00,6.456893921728091357e+01,8.888385295867919922e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.070000000000000062e+00,6.464325720391221353e+01,8.993657231330871582e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.080000000000000071e+00,6.473434600426462282e+01,9.080241918563842773e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.090000000000000080e+00,6.469249729308603492e+01,8.951029777526855469e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.100000000000000089e+00,6.478066034517678418e+01,9.378626942634582520e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.110000000000000098e+00,6.482539703465727143e+01,9.474965929985046387e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.120000000000000107e+00,6.488887229604624451e+01,9.197844266891479492e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.129999999999999893e+00,6.477210260897548721e+01,9.416894316673278809e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.139999999999999902e+00,6.469546876307543926e+01,9.433399438858032227e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.149999999999999911e+00,6.461135361554134704e+01,9.160976409912109375e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.159999999999999920e+00,6.451475157022657925e+01,8.953665494918823242e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.169999999999999929e+00,6.442998416488626390e+01,9.070976972579956055e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.179999999999999938e+00,6.459647154756000020e+01,9.018830060958862305e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.189999999999999947e+00,6.447755844342562170e+01,8.992953300476074219e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.199999999999999956e+00,6.444709317042033092e+01,8.708805441856384277e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.209999999999999964e+00,6.458418842027012374e+01,9.138405919075012207e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.219999999999999973e+00,6.454792673124583757e+01,9.009388089179992676e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.229999999999999982e+00,6.453280636994068686e+01,9.170750975608825684e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.239999999999999991e+00,6.470272682796012020e+01,9.415836334228515625e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.250000000000000000e+00,6.465613800237990461e+01,9.431487321853637695e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.260000000000000009e+00,6.463194458339876292e+01,9.133513569831848145e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.270000000000000018e+00,6.473727119978163103e+01,9.437998533248901367e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000027e+00,6.462832651605835110e+01,9.352022409439086914e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.290000000000000036e+00,6.457098557632691893e+01,9.166078567504882812e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000044e+00,6.467401060461007489e+01,9.375430345535278320e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.310000000000000053e+00,6.461509216443357673e+01,9.198020100593566895e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.320000000000000062e+00,6.461991165677970628e+01,9.213295578956604004e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.330000000000000071e+00,6.462027966863975337e+01,9.354777932167053223e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.340000000000000080e+00,6.455063758874283053e+01,9.237042069435119629e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.350000000000000089e+00,6.451767690540889078e+01,9.293013215065002441e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.360000000000000098e+00,6.455410536798547128e+01,9.324120283126831055e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.370000000000000107e+00,6.452771910189933635e+01,9.222669601440429688e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.379999999999999893e+00,6.461869152276872796e+01,9.338080883026123047e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.389999999999999902e+00,6.462015071720622927e+01,9.364935159683227539e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.399999999999999911e+00,6.462238281257099004e+01,9.302093982696533203e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.409999999999999920e+00,6.467834174983562434e+01,9.373863935470581055e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.419999999999999929e+00,6.459884150058735486e+01,9.371100664138793945e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.429999999999999938e+00,6.465267794166832971e+01,9.217817783355712891e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.439999999999999947e+00,6.461560575351688840e+01,9.083929061889648438e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.449999999999999956e+00,6.459077958965444566e+01,9.212638139724731445e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.459999999999999964e+00,6.463521493213627878e+01,9.058629274368286133e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.469999999999999973e+00,6.463103308588182472e+01,9.095053672790527344e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.479999999999999982e+00,6.451784965036510755e+01,8.795821070671081543e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.489999999999999991e+00,6.468922454629156960e+01,9.109712839126586914e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+00,6.467849783921357698e+01,9.009878635406494141e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.510000000000000009e+00,6.458689304202994208e+01,8.446663618087768555e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.520000000000000018e+00,6.491203738156049496e+01,9.166260957717895508e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.530000000000000027e+00,6.527059472805999008e+01,6.443837285041809082e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.540000000000000036e+00,6.616195549671937215e+01,1.719113737344741821e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.550000000000000044e+00,3.839967129132191417e+02,2.563061118125915527e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.560000000000000053e+00,3.829270423832276720e+02,1.604168713092803955e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.570000000000000062e+00,3.829302883047937485e+02,3.029291331768035889e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.580000000000000071e+00,3.709342113662722795e+02,2.006891816854476929e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.590000000000000080e+00,7.179833789268136002e+01,3.269740045070648193e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
